met	nar	plec	zamiesz	wiek	zwiaz	ksiaz	dem.p	dem.n	ak.n	ak.p	fzk	gt.t	gt.c	gtr	hdf	fwc	ssup	z	fzp	cai	ag.s	ag.w	h	fch	asi.b	asi.h	asi	pobyt_mes	delikatnosc	spraw_wspolnotowa	przebojowosc	czynnik_3elem	sprawczosc_bez_agresji
papier	norwes	kobieta	Norwegia	 	 	2	100	100	350	 	 	 	 	 	65	80	42	70	5	39	 	 	 	 	 	 	46	8	50	77	25	 	 
papier	norwes	m??czyzna	Norwegia	 	 	2	100	100	150	 	 	 	 	 	52	 	3,33333E+12	5	65	81	25	 	 	 	 	 	 	33	2	50	100	 	 
papier	norwes	kobieta	Norwegia	 	 	 	 	3	0	0	150	 	 	 	100	 	78	23	5	68	5	83	75	 	 	 	 	 	 	73	51	6,66667E+12	100
papier	norwes	m??czyzna	Norwegia	 	 	 	 	3	0	0	1000	 	 	 	100	 	17	94	75	67	125	 	 	 	 	 	 	40	66	3,33333E+12	100	 	 
papier	norwes	kobieta	Norwegia	 	 	0	49	50	150	 	 	 	 	 	100	83	3,33333E+12	100	 	 	 	 	 	 	63	6	51	83	5	 	 	 	 
papier	norwes	m??czyzna	Norwegia	 	 	3	0	0	450	 	 	 	 	 	46	57	41	5	76	375	 	 	 	 	 	 	20	4	75	6,66667E+12	78	 	 
papier	norwes	kobieta	Norwegia	 	 	 	 	3	0	0	600	 	 	 	100	 	63	5	100	35	125	 	 	 	 	 	 	46	55	3,33333E+12	58	 	 
papier	norwes	m??czyzna	Norwegia	 	 	 	 	1	0	0	300	 	 	 	100	 	33	74	41	125	 	 	 	 	 	 	39	8	67	6,66667E+12	100	 	 
papier	norwes	kobieta	Norwegia	 	 	 	 	0	98	57	150	 	 	 	100	 	76	95	375	 	 	 	 	 	 	56	69	100	 	 	 	 	 
papier	norwes	m??czyzna	Norwegia	 	 	 	 	1	49	50	250	 	 	 	100	 	41	100	84	125	 	 	 	 	 	 	49	8	28	100	 	 	 
papier	norwes	kobieta	Norwegia	 	 	3	0	0	100	 	 	 	 	 	6,66667E+12	84	78	91	5	 	 	 	 	 	 	51	6	50	100	27	25	52	5
papier	norwes	m??czyzna	Norwegia	 	 	2	0	0	200	 	 	 	 	 	 	6,66667E+12	93	94	5	 	 	 	 	 	 	52	8	52	3,33333E+12	100	37	75	44
papier	norwes	kobieta	Norwegia	 	 	0	55	55	 	 	 	 	 	 	2,85714E+12	 	55	67	84	875	 	 	 	 	 	 	42	6	63	6,66667E+12	73	25	 
papier	norwes	m??czyzna	Norwegia	 	 	0	60	40	350	 	 	 	 	 	70	70	6,66667E+12	79	 	 	 	 	 	 	47	4	55	3,33333E+12	77	 	 	 	 
papier	norwes	kobieta	Norwegia	 	 	1	100	55	100	 	 	 	 	 	70	80	66	 	 	 	 	 	71	2	56	6,66667E+12	100	 	 	 	 	 	 
papier	norwes	m??czyzna	Norwegia	 	 	0	71	71	300	 	 	 	 	 	58	 	3,33333E+12	50	75	77	125	 	 	 	 	 	 	43	6	55	6,66667E+12	100	 
papier	norwes	kobieta	Norwegia	 	 	 	 	2	55	55	200	 	 	 	100	 	100	5	100	 	 	 	 	 	 	55	4	90	6,66667E+12	100	 	 	 
papier	norwes	m??czyzna	Norwegia	 	 	 	 	3	0	0	200	 	 	 	64	6,66667E+12	6,66667E+12	51	75	74	 	 	 	 	 	 	64	8	20	100	 	 	 
papier	norwes	kobieta	Norwegia	 	 	1	0	0	100	 	 	 	 	 	54	64	37	37	875	 	 	 	 	 	 	58	4	58	3,33333E+12	91	5	 	 
papier	norwes	m??czyzna	Norwegia	 	 	3	53	54	600	 	 	 	 	 	6,66667E+12	62	62	5	74	625	 	 	 	 	 	 	46	6	57	3,33333E+12	76	5	 
papier	norwes	kobieta	Norwegia	 	 	 	 	3	0	0	200	 	 	 	98	6,66667E+12	65	64	5	59	5	 	 	 	 	 	 	 	 	40	2	53	3,33333E+12
papier	norwes	m??czyzna	Norwegia	 	 	 	 	 	 	0	0	 	 	 	 	 	82	49	100	41	5	 	 	 	 	 	 	48	59	87	5	 	 
papier	norwes	kobieta	Norwegia	 	 	0	0	0	150	 	 	 	 	 	6,66667E+12	82	6,66667E+12	75	100	 	 	 	 	 	 	60	60	6,66667E+12	81	 	 	 	 
papier	norwes	m??czyzna	Norwegia	 	 	0	27	28	200	 	 	 	 	 	60	 	21	56	375	 	 	 	 	 	 	20	51	6,66667E+12	75	 	 	 	 
papier	norwes	kobieta	Norwegia	 	 	0	53	53	150	 	 	 	 	 	66	 	6,66667E+12	5	20	75	33	625	 	 	 	 	 	 	61	2	55	100	 
papier	norwes	m??czyzna	Norwegia	 	 	0	55	55	150	 	 	 	 	 	59	 	45	5	81	75	40	125	 	 	 	 	 	 	24	4	53	100	 
papier	norwes	kobieta	Norwegia	 	 	 	 	0	100	100	100	 	 	 	100	 	48	5	56	5	82	625	 	 	 	 	 	 	70	2	46	100	 
papier	norwes	m??czyzna	Norwegia	 	 	 	 	1	0	0	200	 	 	 	82	6,66667E+12	3,33333E+12	63	5	61	95	25	 	 	 	 	 	 	42	2	53	6,66667E+12	81
papier	norwes	kobieta	Norwegia	 	 	0	60	60	150	 	 	 	 	 	51	47	60	 	 	 	 	 	 	61	4	50	100	18	75	45	40	12	5
papier	norwes	m??czyzna	Norwegia	 	 	0	100	100	200	 	 	 	 	 	 	57	46	66	75	 	 	 	 	 	 	51	6	49	100	21	49	48	25
papier	norwes	kobieta	Norwegia	 	 	0	61	60	200	 	 	 	 	 	6,66667E+12	59	3,33333E+12	67	75	72	375	 	 	 	 	 	 	31	4	80	75	47	5
papier	norwes	m??czyzna	Norwegia	 	 	0	68	68	100	 	 	 	 	 	42	 	3,33333E+12	5	39	75	38	125	 	 	 	 	 	 	30	84	50	40	37
papier	norwes	kobieta	Norwegia	 	 	0	54	55	150	 	 	 	 	 	43	 	57	5	74	25	81	375	 	 	 	 	 	 	66	35	3,33333E+12	67	75
papier	norwes	m??czyzna	Norwegia	 	 	0	54	53	150	 	 	 	 	 	45	62	6,66667E+12	68	75	57	625	 	 	 	 	 	 	33	8	68	3,33333E+12	73	75
papier	norwes	kobieta	Norwegia	 	 	 	0	51	51	100	 	 	 	 	45	 	3,33333E+12	63	5	96	75	 	 	 	 	 	 	34	4	80	3,33333E+12	72	44
papier	norwes	m??czyzna	Norwegia	 	 	1	58	60	200	 	 	 	 	 	55	 	6,66667E+12	0	75	5	 	 	 	 	 	 	51	4	53	6,66667E+12	72	5	 
papier	norwes	kobieta	Norwegia	 	 	1	0	0	100	 	 	 	 	 	74	81	81	25	49	125	 	 	 	 	 	 	64	8	41	3,33333E+12	100	 	 
papier	norwes	m??czyzna	Norwegia	 	 	0	49	49	100	 	 	 	 	 	61	 	55	67	43	 	 	 	 	 	 	34	8	52	6,66667E+12	100	 	 	 
papier	norwes	kobieta	Norwegia	 	 	 	 	3	100	100	400	 	 	 	77	 	91	5	56	41	625	 	 	 	 	 	 	59	4	41	59	25	 
papier	norwes	m??czyzna	Norwegia	 	 	 	 	3	56	57	250	 	 	 	46	6,66667E+12	3,33333E+12	93	40	75	 	 	 	 	 	 	58	2	60	69	5	 	 
papier	norwes	kobieta	Norwegia	 	 	1	54	54	 	 	 	 	 	 	7,14286E+12	 	36	58	75	97	375	 	 	 	 	 	 	52	8	55	3,33333E+12	99	5
papier	norwes	m??czyzna	Norwegia	 	 	 	 	 	 	 	 	 	 	 	 	100	 	48	3,33333E+12	52	6,66667E+12	26	56	75	100	 	 	 	 	 	 	47	4
papier	norwes	kobieta	Norwegia	 	 	0	54	53	100	 	 	 	 	 	61	 	39	5	87	375	 	 	 	 	 	 	60	8	32	3,33333E+12	99	75	49
papier	norwes	m??czyzna	Norwegia	 	 	1	0	1	150	 	 	 	 	 	44	 	69	85	875	 	 	 	 	 	 	40	68	3,33333E+12	58	25	29	5	47
papier	norwes	kobieta	Norwegia	 	 	3	0	0	200	 	 	 	 	 	6,66667E+12	69	88	75	100	 	 	 	 	 	 	48	6	49	100	 	 	 	 
papier	norwes	m??czyzna	Norwegia	 	 	 	 	21	23	1000	 	 	 	 	44	 	6,66667E+12	28	5	68	49	625	 	 	 	 	 	 	42	62	3,33333E+12	50	25
papier	norwes	kobieta	Norwegia	 	 	1	100	100	100	 	 	 	 	 	39	 	46	82	75	100	 	 	 	 	 	 	70	8	54	3,33333E+12	100	26	25
papier	norwes	m??czyzna	Norwegia	 	 	0	53	53	100	 	 	 	 	 	34	64	6,66667E+12	85	75	 	 	 	 	 	 	43	55	3,33333E+12	74	5	37	25	48
papier	norwes	kobieta	Norwegia	 	 	0	52	51	150	 	 	 	 	 	55	 	43	50	63	625	 	 	 	 	 	 	46	2	48	3,33333E+12	72	 	 
papier	norwes	m??czyzna	Norwegia	 	 	 	0	55	57	 	 	 	 	 	72	 	85	6,66667E+12	54	84	5	66	 	 	 	 	 	 	40	57	6,66667E+12	58	5
papier	norwes	kobieta	Norwegia	 	 	 	 	3	0	1	150	 	 	 	49	 	99	6,66667E+12	51	70	30	625	 	 	 	 	 	 	70	4	52	3,33333E+12	54
papier	norwes	m??czyzna	Norwegia	 	 	 	 	0	0	0	200	 	 	 	62	6,66667E+12	3,33333E+12	46	6,66667E+12	50	56	25	45	375	 	 	 	 	 	 	49	2	83
papier	norwes	kobieta	Norwegia	 	 	 	1	0	0	300	 	 	 	 	5,71429E+12	 	3,33333E+12	77	75	35	5	 	 	 	 	 	 	43	6	46	72	75	 
papier	norwes	m??czyzna	Norwegia	 	 	 	 	53	53	400	 	 	 	 	53	 	34	42	42	5	 	 	 	 	 	 	41	46	6,66667E+12	54	25	 	 
papier	norwes	kobieta	Norwegia	 	 	 	 	3	0	0	300	 	 	 	50	 	39	25	84	125	 	 	 	 	 	 	39	8	50	55	 	 	 
papier	norwes	m??czyzna	Norwegia	 	 	 	 	1	0	0	200	 	 	 	79	 	67	5	34	25	77	5	 	 	 	 	 	 	50	2	48	6,66667E+12	70
papier	norwes	kobieta	Norwegia	 	 	 	 	2	0	0	100	 	 	 	62	 	88	25	100	62	375	 	 	 	 	 	 	49	6	63	3,33333E+12	71	5
papier	norwes	m??czyzna	Norwegia	 	 	 	 	1	0	0	250	 	 	 	64	 	56	0	72	125	 	 	 	 	 	 	53	66	6,66667E+12	75	25	 	 
online	polska	kobieta	Norwegia	24	 	93	88	 	 	75	25	25	93	5	59	72	50	66	875	66	2	55	57	2	79	69	66	5	 	 	 	 	 
online	polska	m??czyzna	Norwegia	26	 	100	10	 	 	84	75	5	75	5	62	6,66667E+12	3,33333E+12	48	75	48	25	55	2	46	6	61	2	53	6	59	6,66667E+12	44	25
online	polska	kobieta	Polska	60	 	 	 	 	 	 	 	 	66	4,28571E+12	75	6,66667E+12	62	75	44	4	33	4	62	6	44	2	67	57	75	48	5	51	62
online	polska	m??czyzna	Polska	62	 	 	 	 	 	 	 	 	87	4,28571E+12	95	37	32	53	375	31	4	19	6	54	4	56	24	68	75	42	75	61	57
online	polska	kobieta	Polska	20	 	78	 	 	 	 	 	 	 	46	 	6,66667E+12	34	55	875	49	8	34	6	54	8	72	6	67	3,33333E+12	81	75	 	 
online	polska	m??czyzna	Polska	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	kobieta	Polska	34	 	10	 	 	 	 	 	 	 	11	 	45	1,66667E+12	85	625	53	8	7	8	72	62	8	80	68	25	 	 	 	 
online	polska	m??czyzna	Polska	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	kobieta	Polska	27	 	 	 	 	 	 	 	 	61	1,42857E+12	77	3,33333E+12	3,33333E+12	15	5	35	75	46	6	30	6	82	4	53	50	3,33333E+12	70	25	 
online	polska	m??czyzna	Polska	27	 	 	 	 	 	 	 	 	47	8,57143E+12	100	50	1,66667E+12	28	5	41	4	29	6	82	4	94	4	58	65	5	 	 	 
online	polska	kobieta	Polska	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	m??czyzna	Polska	35	 	 	 	 	 	 	 	 	63	7,14286E+12	22	3,33333E+13	69	375	1	2	1	80	2	79	8	52	3,33333E+12	98	75	2	18	5	60
online	polska	kobieta	Polska	27	 	95	 	 	 	 	 	 	 	37	 	22	46	75	64	625	2	2	2	83	8	53	6	53	57	75	 	 	 
online	polska	m??czyzna	Polska	30	 	25	 	 	 	 	 	 	 	38	79	61	40	5	81	25	20	20	2	76	50	4	53	3,33333E+12	57	5	 	 	 
online	polska	kobieta	Polska	23	 	15	 	 	 	 	 	 	 	22	 	17	49	5	57	125	38	6	23	4	87	6	70	4	88	55	5	 	 
online	polska	m??czyzna	Polska	23	 	10	 	 	 	 	 	 	 	53	88	73	1,66667E+12	40	48	6	80	4	65	6	1	3,33333E+13	69	5	 	 	 	 	 
online	polska	kobieta	Norwegia	39	 	1	 	 	31	25	71	53	75	13	3,33333E+12	3,33333E+13	6,66667E+12	5	 	 	31	6	6	42	6	65	55	3,33333E+12	80	25	31	75	16
online	polska	m??czyzna	Norwegia	38	 	53	 	 	69	75	45	75	4	28	6,66667E+12	94	6,66667E+12	 	 	2	4	3	2	57	4	72	6	56	69	18	36	72	25
online	polska	kobieta	Norwegia	26	 	0	66	70	 	 	87	64	25	79	1,42857E+12	82	72	3,33333E+12	24	5	53	75	 	 	37	8	20	6	30	4	58	53	39
online	polska	m??czyzna	Norwegia	26	 	1	24	25	 	 	87	72	75	88	52	6,66667E+12	6,66667E+12	67	5	 	 	50	4	43	6	57	80	51	3,33333E+12	52	75	 	 
online	polska	kobieta	Polska	31	 	49	 	 	 	 	 	 	 	17	 	3,33333E+12	6,66667E+12	75	125	1	8	1	8	96	4	56	4	50	69	25	 	 	 
online	polska	m??czyzna	Polska	37	 	49	 	 	 	 	 	 	 	40	 	18	60	75	38	5	26	2	9	2	86	8	89	8	51	6,66667E+12	87	 	 
online	polska	kobieta	Polska	22	 	34	23	 	 	 	 	 	 	 	 	23	36	5	50	8	53	4	87	4	71	2	67	6,66667E+12	62	5	 	 	 
online	polska	m??czyzna	Polska	22	 	58	66	 	 	 	 	 	 	 	 	76	6,66667E+12	70	625	79	73	8	66	6	69	65	6,66667E+12	65	5	 	 	 	 
online	polska	kobieta	Polska	27	 	77	 	 	 	 	 	 	 	70	 	55	59	69	75	75	375	60	2	26	4	70	6	70	6	67	3,33333E+12	88	5
online	polska	m??czyzna	Polska	25	 	10	 	 	 	 	 	 	 	44	 	57	64	25	52	25	4	4	1	4	93	8	51	6	50	6,66667E+12	60	75	 
online	polska	kobieta	Polska	27	 	3	 	 	 	 	 	 	 	69	 	25	61	5	26	91	4	46	4	83	8	57	2	35	3,33333E+12	100	 	 	 
online	polska	m??czyzna	Polska	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	kobieta	Polska	27	 	52	52	 	 	 	 	 	 	 	 	53	61	24	6	11	6	80	6	56	8	52	3,33333E+12	87	75	 	 	 	 
online	polska	m??czyzna	Polska	23	 	100	3	 	 	 	 	 	 	 	 	 	67	87	875	1	6	1	6	80	80	6	35	100	 	 	 	 	 
online	polska	kobieta	Polska	30	 	 	 	 	 	 	 	 	53	5,71429E+12	72	3,33333E+12	3,33333E+12	875	3	4	1	8	63	8	79	2	65	3,33333E+12	47	26	25	49	75
online	polska	m??czyzna	Polska	33	 	 	 	 	 	 	 	 	1	4,28571E+13	76	3,33333E+12	3,33333E+12	75	15	875	94	2	32	6	53	8	37	4	42	75	44	5	53
online	polska	kobieta	Polska	41	 	 	 	 	 	 	 	 	61	1,42857E+12	73	93	62	5	69	31	8	39	2	80	2	64	2	70	89	25	9	5	29
online	polska	m??czyzna	Polska	46	 	 	 	 	 	 	 	 	6	8,57143E+13	48	6,66667E+12	3,33333E+12	43	75	41	4	44	41	8	40	6	51	3,33333E+12	41	25	39	75	37
online	polska	kobieta	Polska	25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	m??czyzna	Polska	25	 	10	 	 	 	 	 	 	 	34	 	44	61	25	50	5	100	62	59	6	63	8	46	66	25	 	 	 	 
online	polska	m??czyzna	Polska	25	 	38	 	 	 	 	 	 	 	56	 	41	60	58	5	55	6	49	4	69	4	55	6	54	6,66667E+12	79	25	 	 
online	polska	m??czyzna	Polska	26	 	20	 	 	 	 	 	 	 	56	 	49	3,33333E+12	375	78	6	37	97	8	84	4	51	6,66667E+12	81	 	 	 	 	 
online	polska	kobieta	Polska	30	 	 	 	 	 	 	 	 	52	1,42857E+12	86	61	6,66667E+12	38	625	60	8	34	4	81	47	4	53	6,66667E+12	91	5	 	 	 
online	polska	m??czyzna	Polska	38	 	 	 	 	 	 	 	 	77	8,57143E+12	91	42	6,66667E+12	8	12	87	66	6	43	6,66667E+12	81	 	 	 	 	 	 	 	 
online	polska	kobieta	Polska	25	 	 	 	 	 	 	 	 	93	7,14286E+12	36	50	8,33333E+12	35	38	2	67	4	41	53	6	39	6,66667E+12	41	25	 	 	 	 
online	polska	kobieta	Polska	31	 	88	 	 	 	 	 	 	 	49	 	49	51	5	76	375	35	2	6	8	66	2	56	4	50	87	75	 	 
online	polska	m??czyzna	Polska	34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	m??czyzna	Polska	36	 	23	 	 	 	 	 	 	 	51	 	36	31	5	50	75	81	125	27	2	2	63	2	59	6	50	3,33333E+12	60	5
online	polska	kobieta	Norwegia	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	kobieta	Polska	30	 	 	 	 	 	 	 	 	4	1,42857E+13	67	6,66667E+12	3,33333E+12	75	21	625	52	2	44	2	65	8	63	83	3,33333E+12	55	25	9	75
online	polska	m??czyzna	Polska	33	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	m??czyzna	Polska	24	 	60	63	 	 	 	 	 	 	 	 	34	37	40	48	4	34	2	29	8	39	6	48	3,33333E+12	55	25	 	 	 
online	polska	m??czyzna	Polska	24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	kobieta	Polska	23	 	67	 	 	500	 	 	 	 	 	 	50	3,33333E+12	5	21	6	11	6	68	2	43	8	50	3,33333E+12	82	5	 	 	 
online	polska	m??czyzna	Polska	26	 	51	 	 	5000	 	 	 	 	 	 	3,33333E+12	6,66667E+12	82	5	82	875	21	6	21	8	77	8	73	6	54	84	75	 
online	polska	kobieta	Polska	46	 	 	 	50	 	 	 	 	 	18	 	67	74	73	25	33	20	2	72	8	63	66	3,33333E+12	44	75	8	25	51	83
online	polska	m??czyzna	Polska	50	 	 	 	 	 	 	 	 	 	 	 	53	56	5	43	45	5	79	4	34	6	31	8	26	2	41	6,66667E+12	89	5
online	polska	kobieta	Polska	22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	m??czyzna	Polska	22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	kobieta	Polska	22	 	0	 	 	 	 	 	 	 	 	7,14286E+12	93	3,33333E+12	75	58	35	4	16	6	74	71	2	43	81	75	 	 	 	 
online	polska	m??czyzna	Polska	20	 	12	 	 	90	 	 	 	 	 	 	14	67	50	625	61	8	60	2	67	6	67	56	6,66667E+12	76	 	 	 	 
online	polska	kobieta	Polska	24	 	79	 	 	2000	 	 	 	 	 	 	37	66	5	48	75	14	2	14	6	59	2	66	2	94	45	5	 	 
online	polska	m??czyzna	Polska	24	 	92	 	 	800	 	 	 	 	 	 	2	58	875	45	4	63	4	48	63	6	10	97	25	 	 	 	 	 
online	polska	kobieta	Norwegia	36	 	 	1	37	 	 	 	27	5	29	43	3,33333E+12	50	20	5	54	 	 	70	57	2	53	4	44	8	42	3,33333E+12	40	 
online	norwes	m??czyzna	Norwegia	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	kobieta	Polska	45	 	 	 	100	 	 	 	 	 	12	 	3,33333E+12	82	26	875	100	21	2	54	8	61	6	49	6,66667E+12	100	26	25	13	5
online	polska	m??czyzna	Polska	50	 	 	 	 	 	 	 	 	2	2,85714E+13	100	67	6,66667E+12	100	80	4	70	71	2	55	3,33333E+12	57	75	32	45	66	5	45	75
online	polska	kobieta	Polska	22	 	74	 	 	250	 	 	 	 	 	 	39	75	52	2	45	8	71	4	69	4	60	6,66667E+12	66	75	 	 	 	 
online	polska	m??czyzna	Polska	24	 	2	 	 	30	 	 	 	 	 	 	3,33333E+12	30	875	48	6	47	6	49	6	53	6	50	49	25	 	 	 	 
online	polska	kobieta	Polska	22	 	73	 	 	 	 	 	 	 	 	8,57143E+12	81	3,33333E+12	5	23	23	75	81	6	4	63	8	57	4	45	54	5	 	 
online	polska	m??czyzna	Polska	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	kobieta	Polska	22	 	91	 	 	450	 	 	 	 	 	 	38	42	33	75	30	4	40	8	36	6	42	40	3,33333E+12	42	25	 	 	 
online	polska	m??czyzna	Polska	25	 	82	 	 	200	 	 	 	 	 	 	52	62	58	75	47	625	28	4	31	2	36	8	54	4	25	60	25	 
online	polska	kobieta	Polska	43	 	 	 	500	 	 	 	 	 	1	 	38	3,33333E+12	67	875	1	4	2	6	81	6	63	4	51	6,66667E+12	88	5	 	 
online	polska	m??czyzna	Polska	47	 	 	 	250	 	 	 	 	 	42	 	57	6,66667E+12	73	25	67	24	4	7	6	80	8	94	8	52	3,33333E+12	96	5	 
online	polska	kobieta	Polska	48	 	 	 	500	 	 	 	 	 	72	 	15	10	5	49	75	49	5	84	6	54	2	74	6	32	8	52	56	13
online	polska	m??czyzna	Polska	49	 	 	 	100	 	 	 	 	 	42	 	32	42	64	375	63	4	34	6	58	6	53	45	6,66667E+12	70	5	23	25	33
online	polska	kobieta	Polska	19	 	100	 	 	20	 	 	 	 	 	 	19	 	875	100	40	2	80	40	8	67	3,33333E+12	100	 	 	 	 	 	 
online	polska	m??czyzna	Polska	22	 	100	 	 	30	 	 	 	 	 	 	3,33333E+12	100	63	5	61	2	60	6	60	4	41	2	18	6,66667E+12	62	 	 	 
online	polska	kobieta	Polska	22	 	1	98	 	 	600	 	 	 	 	8,57143E+12	69	52	5	28	75	43	75	32	2	23	2	48	2	39	53	6,66667E+12	62	 
online	polska	m??czyzna	Polska	22	 	0	23	 	 	90	 	 	 	 	2,85714E+12	86	3,33333E+12	15	75	59	875	19	21	6	55	8	92	34	52	5	 	 	 
online	polska	kobieta	Norwegia	55	 	21	 	 	500	94	75	5	80	25	72	60	6,66667E+12	 	 	27	8	28	71	66	8	64	65	46	48	5	62	75	43
online	polska	m??czyzna	Norwegia	65	 	72	 	 	100	79	75	76	5	57	72	3,33333E+12	6,66667E+12	5	 	 	51	2	50	2	55	6	69	2	62	66	25	57	60
online	polska	kobieta	Polska	26	 	8	 	 	150	 	 	 	 	 	 	3,33333E+12	74	5	45	25	35	375	9	4	5	8	70	6	54	8	62	3,33333E+12	45
online	polska	m??czyzna	Polska	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	kobieta	Polska	27	 	 	 	10	 	 	 	 	 	18	 	48	3,33333E+12	69	75	22	2	15	8	88	4	57	4	62	6,66667E+12	84	5	 	 
online	polska	m??czyzna	Polska	31	 	 	 	150	 	 	 	 	 	78	 	89	94	87	75	64	875	73	38	8	87	2	65	8	63	6,66667E+12	51	 	 
online	polska	m??czyzna	Polska	24	 	1	2	 	 	2000	 	 	 	 	4,28571E+12	100	3,33333E+12	62	 	875	100	17	2	 	 	 	 	 	 	 	 	 	 
online	polska	m??czyzna	Polska	21	 	0	58	 	 	40	 	 	 	 	4,28571E+12	87	5	69	78	5	24	375	41	2	24	2	52	8	57	8	54	66	 
online	polska	kobieta	Polska	22	 	2	85	 	 	 	 	 	 	 	2	83	31	5	56	75	5	1	4	61	51	51	83	75	 	 	 	 	 
online	polska	kobieta	Polska	22	 	1	100	 	 	150	 	 	 	 	5,71429E+13	89	6,66667E+12	5	5	75	33	375	57	2	17	37	91	6	49	6,66667E+12	92	 	 
online	polska	kobieta	Polska	24	 	1	6	 	 	150	 	 	 	 	 	3,33333E+12	24	5	78	25	31	23	4	22	4	62	72	4	89	3,33333E+12	51	75	 
online	polska	kobieta	Polska	33	 	 	 	200	 	 	 	 	 	52	 	6,66667E+12	3,33333E+12	43	75	62	625	5	8	6	63	6	54	4	51	79	25	30	5
online	polska	m??czyzna	Polska	35	 	 	 	100	 	 	 	 	 	17	 	64	52	63	76	57	8	73	52	53	95	25	23	5	79	75	79	25	62
online	polska	kobieta	Polska	22	 	36	 	 	1,00E-148	 	 	 	 	 	 	6,66667E+12	6,66667E+12	75	46	25	34	2	14	8	72	4	63	2	46	3,33333E+12	94	 	 
online	polska	m??czyzna	Polska	23	 	100	 	 	200	 	 	 	 	 	 	25	6,66667E+12	28	125	47	2	2	70	6	63	6	64	3,33333E+12	85	5	 	 	 
online	polska	kobieta	Polska	22	 	100	 	 	 	 	 	 	 	 	7,14286E+12	68	4	99	5	75	75	37	375	80	2	52	6	40	8	60	8	1	71
online	polska	m??czyzna	Polska	22	 	2	46	 	 	2000	 	 	 	 	1,42857E+12	54	71	70	5	73	50	25	70	6	64	58	2	73	8	72	3,33333E+12	61	25
online	polska	kobieta	Polska	27	 	52	 	 	150	 	 	 	 	 	 	6,66667E+12	61	75	27	375	24	2	17	8	84	2	74	6	48	6,66667E+12	100	 	 
online	polska	m??czyzna	Polska	28	 	81	 	 	150	 	 	 	 	 	 	3,33333E+12	3,33333E+12	5	84	5	61	125	11	8	13	69	61	6	29	3,33333E+12	82	 	 
online	polska	kobieta	Polska	20	 	0	100	 	 	800	 	 	 	 	5,71429E+12	79	6,66667E+13	27	59	25	38	375	70	4	34	8	29	8	32	4	63	74	25
online	polska	m??czyzna	Polska	22	 	1	100	 	 	350	 	 	 	 	8,57143E+12	100	3,33333E+12	49	625	0	 	4	78	8	89	8	60	3,33333E+12	100	 	 	 	 
online	polska	kobieta	Norwegia	30	 	53	 	 	400	54	25	92	75	50	6,66667E+12	97	55	 	42	4	12	71	4	62	4	51	6,66667E+12	89	 	 	 	 	 
online	norwes	m??czyzna	Norwegia	33	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	kobieta	Polska	22	 	93	 	 	500	 	 	 	 	 	 	3,33333E+12	25	75	26	125	100	86	8	74	6	77	2	93	6,66667E+12	83	5	 	 
online	polska	m??czyzna	Polska	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
online	polska	kobieta	Polska	27	 	2	90	 	 	150	 	 	 	 	5,71429E+12	91	6,66667E+12	41	625	44	30	4	32	8	51	62	6,66667E+12	74	5	 	 	 	 
online	polska	m??czyzna	Polska	28	 	1	38	 	 	1000	 	 	 	 	7,14286E+12	88	48	59	36	25	63	625	41	8	45	56	56	8	48	3,33333E+12	65	25	 
